139.69	35.69	8295
116.3883	39.9289	6439
139.7514	35.685	3460
114.2734	30.5801	3407
77.0	20.0	1761
121.525	25.0392	1349
108.9286	34.2583	1329
121.0	23.5	1281
106.8294	-6.17439999999999	1186
116.9972	36.6683	1048
104.0667	30.6667	932
117.2808	31.8639	913
118.7778	32.0617	882
126.98	37.57	856
51.4231	35.6961	833
120.3719	36.0986	828
106.8286	-6.17500000000001	796
113.25	23.1167	723
120.1614	30.2936	715
105.0	35.0	694
121.3997	31.0456	653
121.5318	25.0478	610
2.34999999999999	48.86	597
9.0	51.0	584
139.7677	35.6427	570
117.1767	39.1422	554
121.4966	25.0418	543
23.7333	37.9833	496
126.9741	37.5112	487
113.7266	34.7725	481
113.1136	28.1792	471
28.9647	41.0186	470
-70.6667	-33.45	461
23.7167	37.9667	460
9.49100000000001	51.2993	453
-97.0	38.0	424
-0.129999999999995	51.5	422
13.0667	52.4	404
105.85	21.0333	397
126.9783	37.5985	378
-99.1386	19.4342	377
10.1333	54.3333	368
115.275	39.8897	365
102.7183	25.0389	357
37.6156	55.7522	348
-111.6667	28.9667	348
103.7922	36.0564	328
13.4	52.5167	326
119.3061	26.0614	317
113.5325	34.6836	314
8.80000000000001	53.0833	313
3.0	28.0	310
12.8333	42.8333	305
32.8403	39.9117	304
139.6425	35.4478	304
72.8258	18.975	302
-0.0930999999999926	51.5142	301
2.33869999999999	48.8582	300
-97.822	37.751	300
53.0	32.0	296
130.4181	33.6064	295
120.0	-5.0	295
37.6166	55.75	273
-77.05	-12.05	273
110.3608	-7.78280000000001	272
87.3333	22.3333	268
21.0	52.25	263
-122.0574	37.4192	263
125.3228	43.88	262
107.6186	-6.90389999999999	261
140.1167	36.0833	260
112.7508	-7.2492	260
-46.6358	-23.5477	256
-46.6658	-23.4733	252
126.65	45.75	244
-99.13	19.43	244
-118.2987	33.7866	241
-117.2359	32.8807	241
51.3304	35.7261	235
136.9067	35.1802	230
140.1233	35.6047	228
8.55000000000001	47.3667	227
51.1537	32.7026	227
4.37819999999999	52.0186	227
22.0	39.0	227
137.2114	36.6953	225
-74.0628	4.64920000000001	225
-66.0	8.0	225
141.3469	43.0642	224
140.8719	38.2689	224
